date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:47:47	30888/30888	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2013:47:47%20GMT	https://zairito.zainikthemes.com/user/forget-password	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/forget-password.html	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:48	31903/31903	---MCZ	200	added ('OK')	text/html	date:Thu,%2002%20Mar%202023%2013:47:48%20GMT	https://zairito.zainikthemes.com/user/sign-up	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/sign-up.html	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:48	374/374	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:48%20GMT	https://zairito.zainikthemes.com/user/compare/add	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare/add	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:49	374/374	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:49%20GMT	https://zairito.zainikthemes.com/user/wishlist/add	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist/add	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:49	2314/2314	---M--	200	added ('OK')	image/png	etag:%22639889bc-90a%22	https://zairito.zainikthemes.com/uploaded_files/logo/footer-logo.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/uploaded_files/logo/footer-logo.png	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:50	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:50%20GMT	https://zairito.zainikthemes.com/user/www.facebook.com	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/www.facebook.com	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:51	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:51%20GMT	https://zairito.zainikthemes.com/user/www.skype.com	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/www.skype.com	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:52	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:52%20GMT	https://zairito.zainikthemes.com/user/www.twitter.com	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/www.twitter.com	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:53	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:53%20GMT	https://zairito.zainikthemes.com/user/www.linkedin.com	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/www.linkedin.com	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:53	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:53%20GMT	https://zairito.zainikthemes.com/user/www.instagram.com	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/www.instagram.com	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:53	11865/11865	---M--	200	added ('OK')	image/png	etag:%22639889bc-2e59%22	https://zairito.zainikthemes.com/uploaded_files/footer/accepts-image.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/uploaded_files/footer/accepts-image.png	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:53	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263fe47b5-4d7%22	https://zairito.zainikthemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:54	89500/89500	---MCZ	200	added ('OK')	application/javascript	etag:W/%22626a5bd1-15d9c%22	https://zairito.zainikthemes.com/frontend/assets/js/jquery-3.6.0.min.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/jquery-3.6.0.min.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:54	78420/78420	---MCZ	200	added ('OK')	application/javascript	etag:W/%22626a5bd1-13254%22	https://zairito.zainikthemes.com/frontend/assets/js/bootstrap.min.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/bootstrap.min.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:54	77070/77070	---MCZ	200	added ('OK')	application/javascript	etag:W/%22626a5bd1-13547%22	https://zairito.zainikthemes.com/frontend/assets/js/plugins.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/plugins.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:55	44342/44342	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262ba9cec-ad36%22	https://zairito.zainikthemes.com/frontend/assets/js/owl.carousel.min.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/owl.carousel.min.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:55	11163/11163	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262ba9cec-53c0%22	https://zairito.zainikthemes.com/frontend/assets/js/main.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/main.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:55	355/355	---MCZ	200	added ('OK')	application/javascript	etag:W/%22626a5bd1-1e6%22	https://zairito.zainikthemes.com/frontend/assets/js/front/custom.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/front/custom.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:55	973/973	---MCZ	200	added ('OK')	application/javascript	etag:W/%226290fdd3-6f4%22	https://zairito.zainikthemes.com/frontend/assets/js/front/extra.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/front/extra.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:55	67275/67275	---MCZ	200	added ('OK')	application/javascript	etag:W/%22626a5bd1-106cd%22	https://zairito.zainikthemes.com/frontend/assets/js/front/sweat_aleart.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/front/sweat_aleart.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:55	11518/11518	---MCZ	200	added ('OK')	application/javascript	etag:W/%22630f4e87-4a76%22	https://zairito.zainikthemes.com/frontend/assets/js/common.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/common.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:56	5537/5537	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262fced0f-15a1%22	https://zairito.zainikthemes.com/admin/js/toastr.min.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/admin/js/toastr.min.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:57	2029/2029	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262ba9cec-b3e%22	https://zairito.zainikthemes.com/frontend/assets/js/pages/cart.js	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/js/pages/cart.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:58	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:58%20GMT	https://zairito.zainikthemes.com/frontend/assets/css/owl.video.play.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/css/owl.video.play.png	(from https://zairito.zainikthemes.com/frontend/assets/css/owl.carousel.min.css)
18:47:58	240803/240803	---M--	200	added ('OK')	application/javascript	etag:%223aca3-58c89e7f30de4%22	https://sandbox.sslcommerz.com/embed.min.js?	F:/clone/dashboard%20fo%20eco/sandbox.sslcommerz.com/embed.mind41d.js	(from https://zairito.zainikthemes.com/user/sign-in)
18:47:58	57451/57451	---M--	200	added ('OK')	image/jpeg	etag:%22626a5bd1-e06b%22	https://zairito.zainikthemes.com/frontend/assets/images/about-bg.jpg	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/images/about-bg.jpg	(from https://zairito.zainikthemes.com/frontend/assets/css/style.min.css)
18:47:59	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:47:59%20GMT	https://zairito.zainikthemes.com/frontend/assets/images/shop-image.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/images/shop-image.png	(from https://zairito.zainikthemes.com/frontend/assets/css/style.min.css)
18:47:59	9698/9698	---M--	200	added ('OK')	image/jpeg	etag:%22626a5bd1-25e2%22	https://zairito.zainikthemes.com/frontend/assets/images/spectial-offer-bg.jpg	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/images/spectial-offer-bg.jpg	(from https://zairito.zainikthemes.com/frontend/assets/css/style.min.css)
18:47:59	4060/4060	---M--	200	added ('OK')	image/png	etag:%22626a5bd1-fdc%22	https://zairito.zainikthemes.com/frontend/assets/images/breadcrumb-bg.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/images/breadcrumb-bg.png	(from https://zairito.zainikthemes.com/frontend/assets/css/style.min.css)
18:48:00	42276/42276	---M--	200	added ('OK')	image/png	etag:%22626a5bd1-a524%22	https://zairito.zainikthemes.com/frontend/assets/images/breadcrumb-bg-3.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/images/breadcrumb-bg-3.png	(from https://zairito.zainikthemes.com/frontend/assets/css/style.min.css)
18:48:00	7258/7258	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:01%20GMT	https://zairito.zainikthemes.com/frontend/assets/images/service-image.png	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/frontend/assets/images/service-image.png	(from https://zairito.zainikthemes.com/frontend/assets/css/style.min.css)
18:48:01	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:01%20GMT	https://zairito.zainikthemes.com/user/wishlist	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist	(from https://zairito.zainikthemes.com/user/forget-password)
18:48:01	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:01%20GMT	https://zairito.zainikthemes.com/user/compare	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare	(from https://zairito.zainikthemes.com/user/forget-password)
18:48:01	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:01%20GMT	https://zairito.zainikthemes.com/user/wishlist	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist	(from https://zairito.zainikthemes.com/user/forget-password)
18:48:02	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:02%20GMT	https://zairito.zainikthemes.com/user/compare	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare	(from https://zairito.zainikthemes.com/user/forget-password)
18:48:02	406/406	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:02%20GMT	https://zairito.zainikthemes.com/user/compare/add	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare/add	(from https://zairito.zainikthemes.com/user/forget-password)
18:48:02	406/406	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:02%20GMT	https://zairito.zainikthemes.com/user/wishlist/add	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist/add	(from https://zairito.zainikthemes.com/user/forget-password)
18:48:02	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:03%20GMT	https://zairito.zainikthemes.com/user/wishlist	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:03	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:03%20GMT	https://zairito.zainikthemes.com/user/compare	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:03	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:03%20GMT	https://zairito.zainikthemes.com/user/wishlist	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:05	377/377	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:04%20GMT	https://zairito.zainikthemes.com/user/compare	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:05	1469/1469	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:05%20GMT	https://zairito.zainikthemes.com/user/auth/google	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/auth/google	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:06	1197/1197	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:06%20GMT	https://zairito.zainikthemes.com/user/auth/facebook	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/auth/facebook	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:06	374/374	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:06%20GMT	https://zairito.zainikthemes.com/user/compare/add	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/compare/add	(from https://zairito.zainikthemes.com/user/sign-up)
18:48:06	374/374	---MC-	302	error ('Found')	text/html	date:Thu,%2002%20Mar%202023%2013:48:06%20GMT	https://zairito.zainikthemes.com/user/wishlist/add	F:/clone/dashboard%20fo%20eco/zairito.zainikthemes.com/user/wishlist/add	(from https://zairito.zainikthemes.com/user/sign-up)
